"0.3","0.001"
"0.31","0.0029"
"0.32","0.0034"
"0.33","0.0107"
"0.34","0.018"
"0.35","0.0223"
"0.36","0.0358"
"0.37","0.047"
"0.38","0.066"
"0.39","0.0878"
"0.4","0.1072"
"0.41","0.1225"
"0.42","0.1657"
"0.43","0.1962"
"0.44","0.2187"
"0.45","0.2335"
